Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
44726,3,1200,1 out of 3,Carpet Area,Ashok Nagar,India-( Chennai,Semi-Furnished,Ba@chelor>s,3,Contact Agent,29000
44731,,1710,15 out of 29,Super Area,"Padur, Old Mahabalipuram Road",India-@ Chennai,Semi-Furnished,Bachelors/Fam:ily\,3,Contact Owner,20000
44693,2,,1 out of 3,Super Area,Mangadu,,Furnished,&Bachelors/Famil:y,2,Contact Owner,12000
44748,2,1080,1 out of 2,,Ponmar,.-9 Chennai,Unfurnished,Bach%elors;/Family,2,Contact Owner,10500
44707,2,1300,Ground out of 2,Super Area,,&-9 Chennai,Semi-Furnished,,2,Contact Owner,29000
44752,2,,15 out of 19,Super Area,Karapakkam,<-9 Chennai,Semi-Furnished,,2,Contact Agent,26000
44748,3,1350,Ground out of 2,Super Area,Alandur,_-9 Chennai,Furnished,;F)amily,3,Contact Owner,25000
44693,2,,1 out of 2,Super Area,Selaiyur,?-9 Chennai,,,2,Contact Owner,10000
44693,,1300,1 out of 2,Super Area,Iyyappanthangal,,Unfurnished,$Bache}lors/Family,2,Contact Owner,14000
44693,2,600,1 out of 3,Super Area,Poonamallee,India-( Chennai,Unfurnished,:Bach'elors/Family,1,Contact Owner,6000
44697,3,1428,Ground out of 2,Super Area,"Chromepet, GST Road",}-9 Chennai,Unfurnished,B<achelo.rs,2,Contact Owner,40000
44732,2,,2 out of 2,Carpet Area,KK Nagar,}-9 Chennai,Semi-Furnished,Ba&ch(elors/Family,2,Contact Owner,23000
44740,2,,Ground out of 2,,Sadhanadhapuram,*-9 Chennai,Semi-Furnished,Bach*e-lors/Family,2,Contact Owner,10000
44723,,810,Ground out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",,Unfurnished,,1,Contact Owner,10000
44714,2,1200,Ground out of 2,Super Area,Ramapuram,India-= Chennai,Semi-Furnished,Bache#lors/Fam=ily,2,Contact Owner,15000
44693,1,550,,Super Area,,]-9 Chennai,Semi-Furnished,Bache>lo:rs/Family,1,Contact Owner,11000
44693,2,600,1 out of 2,Super Area,"Egmore, PH Road",,Unfurnished,\Fami@ly,1,Contact Owner,20000
44693,2,,Ground out of 2,Super Area,Old Mahabalipuram Road,India-# Chennai,Furnished,,1.0 Bathrooms,Contact Owner,15000
44739,,2117,20 out of 20,Carpet Area,,*-9 Chennai,Semi-Furnished,,4,Contact Owner,22000
44681,2,900,1 out of 1,Super Area,Guduvancheri,?-9 Chennai,,Bache>lo$rs,2,Contact Owner,6000
,2,1000,Ground out of 1,Super Area,Thiruvanmiyur,India-% Chennai,Semi-Furnished,<Bachelors/Famil+y,2,Contact Owner,20000
44693,1,500,2 out of 3,Super Area,"Aminjikarai, PH Road",India-[ Chennai,Unfurnished,Bach:elor.s/Family,1,Contact Owner,6500
44693,2,800,1 out of 3,Super Area,"Purasawalkam, PH Road",_-9 Chennai,Semi-Furnished,B&ach!elors/Family,1,Contact Owner,12000
44693,,1550,2 out of 3,Super Area,Alwarpet,,Semi-Furnished,Ba!chelors</Family,3,Contact Owner,27000
44693,2,1500,Ground out of 1,,,India-! Chennai,Unfurnished,,2,Contact Owner,15000
,3,,,Carpet Area,Thirumazhisai,India-} Chennai,,Ba{chelors</Family,6,Contact Owner,20000
,2,700,3 out of 4,,T Nagar,.-9 Chennai,Semi-Furnished,Bachelors/<Famil$y,2,Contact Owner,22000
44693,1,400,1 out of 3,Super Area,Koyambedu,India-< Chennai,Unfurnished,Bachelors/Famil='y,1,,7000
44693,2,,1 out of 2,Super Area,Pammal,India-^ Chennai,Semi-Furnished,"Bachelors/F<am,ily",1,Contact Owner,7000
44693,1,500,1 out of 3,,Velachery,@-9 Chennai,Furnished,*Bachelors/[Family,1,Contact Owner,6500
44693,2,770,1 out of 2,,"Tambaram, GST Road",_-9 Chennai,Semi-Furnished,B;achelors/Fa<mily,2.0 Bathrooms,Contact Owner,9000
44706,1,,Ground out of 2,Super Area,,India-* Chennai,Semi-Furnished,Bachelors/Fami)ly#,,Contact Owner,4500
44702,2,850,Ground out of 2,Super Area,Perambur,&-9 Chennai,Unfurnished,}Fami;ly,2,Contact Owner,12000
,2,1100,,Carpet Area,Iyyappanthangal,India-! Chennai,Semi-Furnished,Bachel>or.s,2,Contact Owner,18000
44740,2,650,,,"Bunder Garden, Perambur",India-\ Chennai,,Bach%elo*rs/Family,1,,8000
44705,1.0 room,550,1 out of 1,Super Area,Sikkarayapuram,India-\ Chennai,,Bachelors/F?{amily,1,Contact Owner,5000
,2,1000,1 out of 3,,Kanathur Reddikuppam,(-9 Chennai,Unfurnished,Bac^he.lors/Family,2,Contact Owner,14000
44693,1,250,,Super Area,Adambakkam,.-9 Chennai,Semi-Furnished,Ba.che|lors/Family,1,Contact Owner,6500
,,790,2 out of 2,Carpet Area,Kovilancheri,,,"=Bachelors/Fam,ily",2,Contact Owner,10000
44681,2,600,1 out of 3,Super Area,Medavakkam,,Semi-Furnished,,2,Contact Owner,13000
,2,700,1 out of 2,Super Area,Nanganallur,,,Bachelors/Family^$,2,Contact Owner,11200
44714,1,550,,Carpet Area,,India-& Chennai,Unfurnished,,1,,8900
44697,1,500,Ground out of 2,Super Area,Arumbakkam,India-? Chennai,Unfurnished,B|achel^ors/Family,1,Contact Owner,12000
44747,3,1800,2 out of 4,Carpet Area,Royapettah,,Unfurnished,Bachelor_s},3,Contact Agent,45000
44710,3,1550,3 out of 4,Carpet Area,Thiruvanmiyur,=-9 Chennai,Semi-Furnished,"Bachel$,ors",2,Contact Agent,35000
44752,3,1462,,Carpet Area,Nandambakkam,India-] Chennai,Semi-Furnished,F[ami%ly,3,Contact Agent,34999
,,970,Ground out of 2,Carpet Area,Pallikaranai,India-+ Chennai,Semi-Furnished,,2,Contact Owner,11000
44710,3,2300,11 out of 18,Carpet Area,"Adyar, Sardar Patel Road",,,Bache:|lors,3,Contact Agent,150000
44734,2,700,1 out of 2,Super Area,Nanganallur,)-9 Chennai,,Bachelor=#s/Family,1,Contact Owner,15000
44729,2,674,,Carpet Area,"Chromepet, GST Road",\-9 Chennai,Unfurnished,Bachelo=r\s,2,Contact Owner,15000
44710,2,750,Ground out of 1,Carpet Area,Tambaram East,!-9 Chennai,Unfurnished,Fam[il?y,2,Contact Owner,10000
44697,2,,,Super Area,Tambaram Sanatorium,India-& Chennai,,">Bac,helors/Family",2,Contact Owner,12000
,2,1030,1 out of 2,Carpet Area,Camp Road,India-{ Chennai,Semi-Furnished,Bachelo:rs/Fam+ily,2,Contact Owner,10000
44699,,1540,3 out of 4,,,^-9 Chennai,,B:achel|ors,2,Contact Owner,35000
44741,3,1800,,Carpet Area,,"""-9 Chennai",Unfurnished,Bach[elors[,,Contact Agent,40000
44710,2,,2 out of 2,Super Area,Kodambakkam,}-9 Chennai,Unfurnished,Bac]h=elors/Family,2,Contact Owner,24000
,2,985,3 out of 17,Super Area,Oragadam Sriperumbudur,India-? Chennai,Unfurnished,Bachelors/F#amily=,2,Contact Owner,12000
,2,,3 out of 3,Carpet Area,Mandaiveli,India-; Chennai,Semi-Furnished,B{achelors/Fa:mily,2,Contact Agent,30000
44713,2,1200,1 out of 1,Super Area,"Tambaram, GST Road",India-! Chennai,Unfurnished,,2,Contact Owner,10000
44744,2,900,1 out of 3,Super Area,,&-9 Chennai,Unfurnished,Bachel-ors/<Family,2,Contact Owner,15000
44729,2,,1 out of 4,Carpet Area,Abiramapuram,India-} Chennai,Unfurnished,,2,Contact Agent,33000
44748,2,800,1 out of 3,,"Perungalathur, Chennai Bypass Road",&-9 Chennai,Semi-Furnished,Bachelors!/Famil+y,2,Contact Owner,9000
44706,3,1500,3 out of 4,Super Area,"Okkiyam Thuraipakkam, E Coast Road",(-9 Chennai,Semi-Furnished,Bachelors/Fami*ly/,3,Contact Owner,30000
44719,2.0 room,680,,Super Area,T.Nagar,\-9 Chennai,Unfurnished,Bach^elors/Fa[mily,2,Contact Owner,13000
44732,,800,1 out of 2,Super Area,"KK Nagar West, KK Nagar",^-9 Chennai,Semi-Furnished,Bac_helors/Famil}y,2,,15000
,2,,2 out of 2,Super Area,Madipakkam,India-* Chennai,Semi-Furnished,Bac$helors],2,Contact Owner,12000
44688,2,880,1 out of 2,Carpet Area,KK Nagar,India-{ Chennai,Semi-Furnished,Fam)ily*,2,Contact Owner,20000
44749,3,1500,2 out of 3,Super Area,Choolaimedu,_-9 Chennai,Semi-Furnished,Bachelors/%F'amily,3,Contact Owner,36000
44702,2,950,1 out of 1,,Sithalapakkam,India-> Chennai,Unfurnished,,2,Contact Owner,10000
,2,850,Ground out of 2,Super Area,Mambalam West,]-9 Chennai,Semi-Furnished,,2,Contact Owner,16000
,1,700,,Super Area,,(-9 Chennai,Semi-Furnished,Bac*<helors/Family,,Contact Owner,6000
,,,Ground out of 1,Super Area,"Pushpa Colony, Saligramam",#-9 Chennai,Semi-Furnished,,2,Contact Owner,22000
44697,1,450,Ground out of 4,Super Area,Nungambakkam,'-9 Chennai,Unfurnished,Bache@lor's/Family,1,Contact Owner,6000
44740,1,400,,Super Area,Perungudi,;-9 Chennai,Unfurnished,Bachelor$]s/Family,1,Contact Owner,6500
44693,1,350,1 out of 2,Super Area,Ennore,/-9 Chennai,Unfurnished,"Bachelors/F"">amily",,Contact Owner,3000
44685,3,1650,2 out of 2,,"Thillai Ganga Nagar, Nanganallur",India-> Chennai,Semi-Furnished,Fam;i)ly,3,Contact Owner,27000
44681,2,800,Ground out of 2,Super Area,"Tambaram, GST Road",India-* Chennai,Unfurnished,,1,,8000
44701,2,600,1 out of 2,Super Area,Abiramapuram,India-! Chennai,Unfurnished,B$achel#ors/Family,1,Contact Owner,12500
,2,800,,Super Area,Perungudi,%-9 Chennai,Unfurnished,Bach_elors/Fami(ly,1,Contact Owner,11000
,3,,1 out of 2,Super Area,Raja Annamalai Puram,,Semi-Furnished,Ba&chelors</Family,3,Contact Owner,40000
44712,2,700,1 out of 2,,Choolaimedu,,Unfurnished,B)ach<elors,2,Contact Agent,15000
44693,2,,1 out of 2,Super Area,Kayarambedu,}-9 Chennai,,,2,Contact Owner,8000
44748,3,2120,,Super Area,Siruseri,India-+ Chennai,Furnished,,3,,34000
44734,1,560,2 out of 4,,,=-9 Chennai,Unfurnished,Bachel$ors$/Family,1,Contact Owner,7500
44694,1,420,1 out of 1,Carpet Area,Mambalam West,India-{ Chennai,Unfurnished,"B(achelor""s",1,,14000
44733,2,1000,1 out of 2,Built Area,"Chromepet, GST Road",<-9 Chennai,Furnished,Bachelo$rs/Fam:ily,2,Contact Owner,15000
44701,3,1330,1 out of 2,Super Area,AGS Colony-Velachery,,Semi-Furnished,Bachel-ors/@Family,3,Contact Owner,21000
,3,930,2 out of 8,,"Kelambakkam, Old Mahabalipuram Road",%-9 Chennai,,Fam!(ily,2,Contact Owner,12000
44748,,1900,3 out of 3,Carpet Area,Gopalapuram,India-[ Chennai,,"F%amil,y",3,Contact Agent,75000
44693,2,1200,1 out of 3,,Pallikaranai,>-9 Chennai,,"Bachelors/Fa|m,ily",2,,15000
44693,1,350,Ground out of 2,Super Area,"Tambaram, GST Road",India-- Chennai,Unfurnished,"Bachelo*r""s/Family",,,6000
44701,3,1000,Ground out of 3,Super Area,Virugambakkam,(-9 Chennai,Semi-Furnished,)Bachelors!/Family,1,Contact Owner,20500
44748,,,14 out of 29,Super Area,"Padur, Old Mahabalipuram Road",India-} Chennai,Semi-Furnished,?Bachelors/Fami}ly,2,,13500
44687,2,750,,Carpet Area,Pattabiram,:-9 Chennai,Unfurnished,"Bachelors/(Family""",2,Contact Owner,10000
44750,3,1150,1 out of 2,Carpet Area,,]-9 Chennai,Semi-Furnished,Bache&lors/Fami#ly,3,Contact Owner,15000
44697,2,800,1 out of 1,Carpet Area,,India-} Chennai,Unfurnished,#Family&,2,Contact Owner,11000
,2,930,1 out of 4,Carpet Area,Tiruvallur,India-* Chennai,Furnished,Fa|&mily,2,Contact Owner,12000
,2,2800,Lower Basement out of 1,Carpet Area,Pudur,--9 Chennai,Unfurnished,Fa|mi]ly,2,Contact Owner,15000
44748,2,800,13 out of 17,Carpet Area,Vadapalani,;-9 Chennai,,"F""ami#ly",2,Contact Agent,20000
44687,2,850,,Super Area,Mylapore,,Unfurnished,,2,Contact Owner,24000
44697,,,2 out of 3,Super Area,Mylapore,*-9 Chennai,Semi-Furnished,Bachelor>s@/Family,2,Contact Owner,16000
,2,770,,Super Area,"Perungalathur, Chennai Bypass Road",India-. Chennai,Unfurnished,;Fam/ily,1,Contact Owner,10000
44750,3,,1 out of 2,Carpet Area,"Villivakkam, Jawaharlal Nehru Road",India-! Chennai,Semi-Furnished,Bachelo|r\s,3,Contact Owner,30000
,3,1100,4 out of 4,Carpet Area,Jafferkhanpet,#-9 Chennai,Semi-Furnished,Ba<chelors/Famil_y,2,,26000
44693,2,950,2 out of 3,Super Area,Anakaputhur,|-9 Chennai,Semi-Furnished,Bachelors/+Fa+mily,,Contact Owner,10000
44693,3,1250,2 out of 3,Super Area,Iyyappanthangal,$-9 Chennai,Semi-Furnished,Bachelors/F<amily:,2,Contact Owner,15000
44734,1,400,Ground out of 3,Super Area,Mylapore,,,Bac}helo$rs/Family,1,Contact Owner,9000
44748,,575,1 out of 2,Carpet Area,"Mappedu, Selaiyur",--9 Chennai,,Bachelo|rs/Family\,2,Contact Owner,9000
44720,2,1234,1 out of 14,Super Area,Medavakkam,_-9 Chennai,Semi-Furnished,Bachelo[r#s/Family,2,Contact Owner,15000
44747,2,870,2 out of 2,Carpet Area,Ambattur,",-9 Chennai",Semi-Furnished,,2,Contact Owner,12000
44744,2,1162,2 out of 4,Super Area,Velachery,,Semi-Furnished,Bac:helors;/Family,2,Contact Agent,20000
44734,3,2200,1 out of 2,Super Area,Irumbuliyur,India-. Chennai,Unfurnished,"#,Bachelors",3,Contact Owner,15000
44728,1,,1 out of 1,Super Area,Sadasiva Nagar Madipakkam,(-9 Chennai,Unfurnished,Bachelor(-s/Family,1,Contact Owner,8000
44734,3,900,1 out of 4,Super Area,Perambur,=-9 Chennai,Unfurnished,Bachelors/F%am<ily,1,Contact Owner,13000
44744,1,600,1 out of 3,Super Area,New Perungalathur,,Unfurnished,Ba*c{helors/Family,1,Contact Owner,6800
44719,2,600,,,Ayanavaram,India-} Chennai,,B&(achelors/Family,1,Contact Owner,9000
44739,3,1600,Ground out of 2,,Mathur,India-| Chennai,,Bachel%ors'/Family,3,Contact Owner,14000
44701,4,,1 out of 3,Carpet Area,Thiruvanmiyur,India-( Chennai,Unfurnished,Bachel|(ors/Family,4,Contact Agent,55000
44747,3,1600,,,"Adyar, Sardar Patel Road",India-! Chennai,Semi-Furnished,"Bac"";helors",,Contact Agent,50000
44726,,400,,Carpet Area,,India-@ Chennai,Unfurnished,Bachelors/[Fa>mily,1,Contact Owner,8000
44726,2,,1 out of 3,,Kodambakkam,.-9 Chennai,Semi-Furnished,"'Bachelors/Family,",,,16000
44709,,600,8 out of 18,Carpet Area,villvam towers tnhb colony,India-+ Chennai,Unfurnished,Ba_che(lors,2.0 Bathrooms,Contact Owner,15000
44722,2,750,1 out of 2,Carpet Area,,,Unfurnished,Bachelor%s_,2,Contact Owner,15000
44693,2,700,1 out of 2,Super Area,,'-9 Chennai,Semi-Furnished,Bachelors/Fam^il@y,2,Contact Owner,15000
44714,4,2200,2 out of 3,,2nd Main Road,&-9 Chennai,Semi-Furnished,Family<$,5.0 Bathrooms,,75000
44726,1,500,Ground out of 3,Super Area,KK Nagar,,Semi-Furnished,",Bache;lors/Family",1,Contact Owner,9000
44687,,700,,Super Area,Ayappakkam,India-= Chennai,Unfurnished,Bachelor{s$/Family,1,Contact Owner,6500
,,1480,,Super Area,Perumbakkam,,Furnished,,2,Contact Owner,17000
44752,,,7 out of 15,,Sholinganallur,(-9 Chennai,Furnished,"Ba,chelors/",3,Contact Agent,49000
44687,,830,Ground out of 2,Super Area,,India-< Chennai,Semi-Furnished,Bachelors/\Family\,2,Contact Owner,15000
44735,,1425,2 out of 14,Carpet Area,"Perungalathur, Chennai Bypass Road",,Semi-Furnished,Bachel[ors/Fam\ily,2,Contact Owner,25000
44748,3,1550,1 out of 3,Carpet Area,Mandaiveli,India-. Chennai,Unfurnished,Bachel.or)s,3,Contact Agent,40000
44681,,200,Ground out of 2,Super Area,,%-9 Chennai,,<Bac|helors/Family,1,Contact Owner,8000
44752,,1200,2 out of 2,Carpet Area,,)-9 Chennai,,Bachelors/F(am_ily,2,Contact Owner,17500
44750,3,800,Ground out of 3,,Medavakkam,&-9 Chennai,Semi-Furnished,B&achel>ors/Family,2,Contact Owner,11000
44716,3,,3 out of 4,Carpet Area,,India-# Chennai,Semi-Furnished,!Bachelo<rs/Family,3,,8500
44740,2,425,Ground out of 2,Carpet Area,Old Washermanpet,,Semi-Furnished,Bachelors/F}a\mily,2,Contact Owner,11000
44710,,940,10 out of 19,Super Area,Kazhipattur,&-9 Chennai,Unfurnished,Bachelors$/Famil(y,,Contact Owner,12500
44726,3,2300,2 out of 4,Carpet Area,Gopalapuram,|-9 Chennai,Semi-Furnished,Ba\che>lors,3,Contact Agent,90000
44729,2,700,2 out of 2,,"Thanikachalam Nagar, Ponniammanmedu",India-/ Chennai,Unfurnished,Ba_c#helors/Family,2,Contact Owner,14000
44748,3,2400,2 out of 2,,"Kapaleeswarar Nagar, Neelankarai, E Coast Road",}-9 Chennai,,Bac?helors@/Family,3,Contact Agent,150000
44719,2,1145,4 out of 4,Super Area,Navalur,,Semi-Furnished,Bac)hel.ors,,Contact Owner,25000
44734,2,,1 out of 3,,"Padur, Old Mahabalipuram Road",=-9 Chennai,Semi-Furnished,Bachel[ors/}Family,2,Contact Agent,18000
44703,3,,,Super Area,"Valasaravakkam, Arcot Road",,Semi-Furnished,Ba{chel=ors/Family,3,Contact Owner,17000
44689,2,,Ground out of 2,Super Area,Anakaputhur,India-# Chennai,Unfurnished,Bache<lors/Fam)ily,2.0 Bathrooms,Contact Owner,8500
44752,,800,1 out of 4,Carpet Area,Pudupakkam,\-9 Chennai,Semi-Furnished,B*achelors*,2,Contact Owner,15000
44741,2,800,4 out of 4,Super Area,Ashok Nagar,&-9 Chennai,Semi-Furnished,"Bachelors/Fa>mi,ly",2,,22000
44737,2,,Ground out of 1,Super Area,,:-9 Chennai,Semi-Furnished,,2,Contact Owner,15000
44697,2,600,,Super Area,,!-9 Chennai,,Bach[e!lors/Family,1,Contact Owner,10000
44706,1,250,Ground out of 3,Super Area,"Aminjikarai, PH Road",India-# Chennai,Unfurnished,B*achelors/Fam}ily,1,Contact Owner,5000
44747,2,910,Ground out of 1,,Mannivakkam,India-% Chennai,Semi-Furnished,]Bachelor!s/Family,2,Contact Owner,10000
44716,,1350,,Super Area,Kovilambakkam,%-9 Chennai,,Bac[helo^rs/Family,3,Contact Owner,15000
44697,3,450,Ground out of 3,Carpet Area,Teynampet,India-) Chennai,,Bache-&lors,3,Contact Owner,34500
44726,1,600,2 out of 3,,Velachery,]-9 Chennai,Unfurnished,Bachelor-s/Famil_y,1,Contact Owner,8000
44726,3,3600,3 out of 4,Carpet Area,Madras Boat Club Road,\-9 Chennai,Semi-Furnished,B^achelor]s/Family,3,Contact Agent,330000
44710,2,,Ground out of 1,Carpet Area,,#-9 Chennai,Unfurnished,"Fami,ly=",2,Contact Owner,22000
44725,2,850,Ground out of 1,Carpet Area,AGS Colony-Velachery,{-9 Chennai,Unfurnished,Family$),2,Contact Owner,13000
,2,1000,Ground out of 2,Super Area,"Tiruvallur, Kakkalur, Chennai",India-( Chennai,Semi-Furnished,,,Contact Owner,6500
44744,2,900,1 out of 1,Carpet Area,Velachery,--9 Chennai,Semi-Furnished,Bachelo\(rs,2,Contact Agent,18000
44693,3,2400,,Super Area,Uthandi,}-9 Chennai,Furnished,Ba=chelors/Family;,3.0 Bathrooms,Contact Owner,30000
44744,,400,Ground out of 1,,Dr Ranga Road,India-( Chennai,Unfurnished,Bachelors_/Famil_y,1,Contact Owner,8500
44748,4,1900,5 out of 20,Carpet Area,Old Mahabalipuram Road,]-9 Chennai,Semi-Furnished,$F[amily,4,Contact Agent,20000
44719,2,900.0Square Feet,1 out of 2,Super Area,Kolathur,)-9 Chennai,Semi-Furnished,Bachelo!rs/Fa?mily,2,Contact Owner,12000
44734,2,,1 out of 3,Super Area,Gopalapuram,"""-9 Chennai",Semi-Furnished,B>ache(lors/Family,2,Contact Owner,18000
44701,2,,1 out of 4,,"Saidapet West, Saidapet",@-9 Chennai,Unfurnished,Bac%h=elors/Family,2,Contact Owner,19000
44693,2,800,2 out of 3,Super Area,,:-9 Chennai,Furnished,,2,Contact Owner,12000
44739,3,,,Carpet Area,"Urapakkam, Vandalur R.F, GST Road",^-9 Chennai,Semi-Furnished,Bac{helo)rs/Family,2,Contact Owner,16000
44722,1,400,Ground out of 3,Super Area,Redhills,,Unfurnished,Bache)lors{/Family,1,Contact Owner,5700
44693,1.0 room,450,2 out of 3,Super Area,Mylapore,India-@ Chennai,,B{achelors/Famil%y,1,Contact Owner,15000
44739,,960,,Super Area,Kovilambakkam,India-@ Chennai,Semi-Furnished,F+a=mily,2,Contact Owner,11000
44696,3,1400,10 out of 15,Super Area,,India-] Chennai,Semi-Furnished,Bac|helor=s/Family,2,,17000
44693,2,970,Ground out of 3,Super Area,Thoraipakkam,India-; Chennai,Furnished,Bachelors/)F<amily,2,Contact Owner,18000
44693,,1000,1 out of 2,Super Area,Old Washermanpet,/-9 Chennai,Unfurnished,Bac^helors/Fam%ily,2,Contact Owner,9500
44680,,900,,Carpet Area,Adambakkam,India-\ Chennai,Semi-Furnished,<Bachelors/Famil]y,2,Contact Owner,12000
44700,2,800,4 out of 4,Super Area,,India-{ Chennai,Semi-Furnished,Ba-chelors/Fa]mily,2,Contact Owner,8000
44746,,1100,Ground out of 1,Carpet Area,New Perungalathur,India-^ Chennai,Semi-Furnished,F-am|ily,1,Contact Owner,12000
44693,2,800,1 out of 3,Super Area,Thiruvanmiyur,*-9 Chennai,Unfurnished,Ba-chelors/Family*,2,Contact Owner,16000
44693,,800,1 out of 3,Super Area,Poonamalle,"India-"" Chennai",,Bac(he:lors/Family,1,Contact Owner,8000
44682,2,898,7 out of 14,,Kalavakkam,+-9 Chennai,Semi-Furnished,Fa*mily},,Contact Owner,10000
44744,2,800,Ground out of 2,Carpet Area,Vadapalani,.-9 Chennai,,Bachelor[s/Family(,2,Contact Owner,15000
44722,2,600,1 out of 2,Super Area,Vandalur,India-\ Chennai,Unfurnished,Bachelors/]Famil!y,1,,7500
44744,3,2000,,,,&-9 Chennai,Furnished,"B,achelors/Fami_ly",3,Contact Owner,30000
44716,2,,3 out of 3,Super Area,Chennai,:-9 Chennai,Unfurnished,,2,Contact Owner,16000
44748,2,1100,17 out of 20,Carpet Area,Old Mahabalipuram Road,?-9 Chennai,Semi-Furnished,Fam+ily^,2,Contact Agent,14000
44682,2,650,1 out of 2,Carpet Area,Near Jeyachandran textiles,India-\ Chennai,Unfurnished,Bachelors./-Family,2,Contact Owner,10000
44748,3,1100,5 out of 18,,"Korattur, Jawaharlal Nehru Road","""-9 Chennai",,B/ac*helors,2,Contact Agent,25000
44711,2,1250,Ground out of 2,Carpet Area,S.Kolathur,India-> Chennai,,Bachel+ors/Family},,Contact Owner,11500
44750,2,1145,1 out of 3,Super Area,Ambattur,,Unfurnished,"Bachelors/Fa,mil_y",2,Contact Owner,11000
44730,,780,2 out of 3,Super Area,Madipakkam,(-9 Chennai,Semi-Furnished,Bachelors;/Famil=y,2,Contact Owner,10000
,1,,,Super Area,"Kelambakkam, Old Mahabalipuram Road",India-% Chennai,Unfurnished,"Bachelors/Fa*mi,ly",1,Contact Owner,7000
44697,2,860,2 out of 3,Super Area,Ashok Nagar,India-_ Chennai,,Bachelors/'F|amily,2,,18000
44741,1,600,,Super Area,"Perungalathur, Chennai Bypass Road",",-9 Chennai",Unfurnished,=Bachel/ors/Family,1,Contact Owner,7500
44741,2,,Ground out of 2,Carpet Area,Oragadam,India-+ Chennai,Semi-Furnished,"Bache""lors/F}amily",1,Contact Owner,7500
44741,2,800,2 out of 2,Super Area,Chitlapakkam,India-/ Chennai,Unfurnished,Bachelo.rs/Family$,2,Contact Owner,12000
44741,2,570,Ground out of 2,Carpet Area,"Perungalathur, Chennai Bypass Road",,Unfurnished,Bachelors/[Family^,2,Contact Owner,12000
44701,2,1150,2 out of 4,,Raja Annamalai Puram,India-? Chennai,Furnished,,2,Contact Owner,40000
44730,1,350,Ground out of 1,,Kolathur,?-9 Chennai,Unfurnished,Bachelo;rs/Fami+ly,1,Contact Owner,5000
44734,2,894,4 out of 4,Super Area,Tiruvenkadam Nagar,India-. Chennai,Semi-Furnished,'Bachelors/Fami/ly,,Contact Owner,20000
44741,,600,Ground out of 2,Super Area,Perambur,India-[ Chennai,Semi-Furnished,,1,Contact Owner,6500
44741,,900,,,Anakaputhur,!-9 Chennai,Semi-Furnished,Bachel|o%rs/Family,,Contact Owner,12000
44741,1,550,Ground out of 3,Super Area,"Purasawalkam, PH Road",.-9 Chennai,Unfurnished,Bachelors/!/Family,1,Contact Owner,12000
44714,2,,1 out of 3,Super Area,Sholinganallur,,Semi-Furnished,,2,,14000
44701,2,660,,Carpet Area,Virugambakkam,",-9 Chennai",Semi-Furnished,Fa^mil)y,2,Contact Agent,13000
44712,1,700,1 out of 2,Carpet Area,,India-+ Chennai,,,1,,9000
44717,,800,Ground out of 3,Super Area,Navalur,India-/ Chennai,Semi-Furnished,Bachelo@r$s/Family,1,Contact Owner,10000
44741,3,,1 out of 3,,Medavakkam,India-\ Chennai,Unfurnished,Fami<l=y,2,Contact Owner,15000
44741,,1000,Ground out of 4,Super Area,,India-@ Chennai,Semi-Furnished,,2,Contact Owner,15000
44741,2,1500,Ground out of 1,Super Area,Porur,}-9 Chennai,Semi-Furnished,\Bache[lors/Family,2,,19000
44741,2,900,1 out of 2,Super Area,Velachery,,Unfurnished,Bachelors/F(amil-y,2,,15000
,2,1700,1 out of 2,,Pallikaranai,India-= Chennai,Unfurnished,Bachelor}s/Family%,2,,16000
44701,2.0 room,900,Ground out of 3,Super Area,"Perungalathur, Chennai Bypass Road",India-> Chennai,Semi-Furnished,Bachelors/:'Family,2,Contact Owner,12000
